respondent_id,age,gender,nationality_region,emirate,education_level,field_of_study,target_industry,years_experience,career_stage,employment_status,monthly_income_aed,goal_type,primary_challenge,signup_channel,subscription_tier,months_active,sessions_attended,messages_sent,num_mentors,mentor_industry_match,mentor_match_score,avg_session_rating,response_time_hours,goals_completed,income_growth_pct,skills_gained,confidence_score,referred_friend,days_to_subscribe,churned,career_outcome
MM0109,32,Male,East/SE Asian,Dubai,Bachelor's,Business,Consulting,0.8,Student / Fresh Grad,Unemployed,0.0,Skill Development,Visa / Sponsorship,Instagram,Free,6,7,28,1,No,49,3.6,6,2,-2.1,3,3.1,No,,,Limited
MM0110,20,Male,South Asian,Dubai,Master's,IT / Computer Science,Finance & Banking,1.6,Entry-Level,Student,0.0,Career Switch,Interview Preparation,University Partnership,Basic,3,10,30,1,No,63,3.9,3,3,9.8,4,3.3,Yes,8.0,No,Positive
MM0111,30,Female,South Asian,Ras Al Khaimah,Master's,Marketing,Consulting,6.8,Mid-Level,Employed,15700.0,Skill Development,Career Direction,Referral,Basic,5,15,68,4,No,75,3.9,7,4,7.0,6,5.2,No,3.0,No,Positive
MM0112,29,Male,MENA (Arab),Ras Al Khaimah,Bachelor's,Engineering,Technology / IT,0.3,Student / Fresh Grad,Unemployed,0.0,Job Placement,Visa / Sponsorship,LinkedIn,Free,7,3,23,2,Yes,60,3.4,12,2,21.3,2,3.5,Yes,,,Positive
MM0113,25,Female,African,Ras Al Khaimah,Master's,Healthcare,Logistics & Supply Chain,3.6,Junior,Unemployed,0.0,Promotion,Interview Preparation,LinkedIn,Free,6,13,38,3,No,58,3.7,37,5,-1.2,6,4.7,No,,,Positive
MM0114,21,Female,South Asian,Dubai,Master's,Engineering,Real Estate,4.1,Junior,Employed,12300.0,Promotion,Skills Gap,Instagram,Free,1,2,6,1,No,53,4.0,14,3,-12.3,3,4.7,No,,,Limited
MM0115,28,Male,South Asian,Dubai,Master's,Healthcare,Technology / IT,1.8,Entry-Level,Unemployed,0.0,Skill Development,Skills Gap,Instagram,Basic,6,5,37,3,Yes,73,3.5,14,2,15.7,2,3.3,No,1.0,Yes,Limited
MM0116,25,Male,South Asian,Dubai,Master's,Business,Hospitality & Tourism,3.1,Junior,Employed,7700.0,Salary Increase,Interview Preparation,Instagram,Free,6,4,18,1,No,62,3.5,12,1,-12.3,0,2.8,No,,,Limited
MM0117,29,Male,East/SE Asian,Dubai,Bachelor's,Business,Technology / IT,1.7,Entry-Level,Employed,8400.0,Career Switch,Limited Professional Network,LinkedIn,Free,6,2,4,2,Yes,55,4.4,15,1,-15.0,2,1.0,No,,,Limited
MM0118,28,Female,South Asian,Dubai,Master's,Engineering,Technology / IT,7.2,Mid-Level,Underemployed,11500.0,Networking,Skills Gap,Google Search,Free,2,4,15,1,Yes,64,3.6,18,2,3.6,3,6.3,Yes,,,Positive
MM0119,36,Male,MENA (Arab),Dubai,Bachelor's,Healthcare,Healthcare,4.2,Junior,Employed,9700.0,Career Switch,Limited Professional Network,Referral,Basic,11,7,31,1,Yes,71,3.0,25,2,6.0,2,5.6,No,9.0,No,Positive
MM0120,27,Male,African,Dubai,Master's,Business,Marketing & Media,3.4,Junior,Employed,10500.0,Promotion,Interview Preparation,Instagram,Free,17,14,44,1,Yes,48,3.7,28,4,39.3,6,3.9,No,,,Positive
MM0121,23,Female,South Asian,Dubai,Bachelor's,Arts & Humanities,Logistics & Supply Chain,6.5,Mid-Level,Employed,16800.0,Networking,Interview Preparation,LinkedIn,Free,10,2,6,1,Yes,73,3.8,3,0,6.9,0,4.5,No,,,Limited
MM0122,29,Female,MENA (Arab),Dubai,Master's,Engineering,Real Estate,2.3,Entry-Level,Employed,8200.0,Skill Development,Visa / Sponsorship,LinkedIn,Free,6,7,32,1,Yes,69,3.2,7,2,-2.2,2,1.4,No,,,Limited
MM0123,29,Male,MENA (Arab),Abu Dhabi,Master's,IT / Computer Science,Finance & Banking,2.6,Entry-Level,Employed,14700.0,Networking,Limited Professional Network,LinkedIn,Basic,16,6,20,2,Yes,71,3.0,7,2,33.9,3,6.0,No,16.0,No,Positive
MM0124,35,Male,Western,Dubai,Bachelor's,Engineering,Hospitality & Tourism,12.9,Mid-Level,Unemployed,0.0,Networking,Career Direction,Referral,Premium,7,16,69,1,Yes,78,3.8,19,1,20.5,5,5.4,No,8.0,No,Positive
MM0125,32,Male,South Asian,Sharjah,PhD,Business,Real Estate,2.7,Entry-Level,Underemployed,4700.0,Job Placement,Visa / Sponsorship,LinkedIn,Basic,10,15,61,1,Yes,71,3.5,13,4,37.5,6,5.0,Yes,3.0,No,Positive
MM0126,30,Male,South Asian,Dubai,Bachelor's,Other,Technology / IT,3.5,Junior,Employed,9200.0,Salary Increase,Visa / Sponsorship,University Partnership,Basic,7,14,72,2,Yes,77,3.0,8,2,15.8,3,4.5,No,7.0,Yes,Positive
MM0127,35,Male,South Asian,Dubai,Bachelor's,IT / Computer Science,Construction,2.4,Entry-Level,Employed,6500.0,Salary Increase,Limited Professional Network,LinkedIn,Basic,16,16,85,1,Yes,71,3.5,1,3,32.3,4,7.8,No,5.0,No,Positive
MM0128,22,Female,Western,Dubai,Diploma,Marketing,Retail,1.0,Entry-Level,Underemployed,2700.0,Career Switch,Skills Gap,LinkedIn,Free,3,5,15,2,No,44,3.2,23,2,-15.0,3,1.0,No,,,Limited
MM0129,25,Female,Western,Dubai,Master's,Finance,Finance & Banking,2.4,Entry-Level,Employed,13800.0,Job Placement,Visa / Sponsorship,Google Search,Free,3,5,30,1,Yes,57,3.4,30,1,7.6,2,4.1,No,,,Limited
MM0130,24,Male,South Asian,Dubai,Bachelor's,IT / Computer Science,Marketing & Media,2.2,Entry-Level,Unemployed,0.0,Career Switch,Salary Negotiation,Instagram,Free,13,7,35,1,No,50,3.5,6,2,-4.2,4,3.3,No,,,Limited
MM0131,26,Female,South Asian,Dubai,Bachelor's,Finance,Consulting,1.9,Entry-Level,Unemployed,0.0,Networking,Interview Preparation,Instagram,Free,8,6,29,1,No,42,2.3,3,2,48.7,3,8.5,No,,,Positive
MM0132,21,Male,East/SE Asian,Abu Dhabi,Bachelor's,Arts & Humanities,Technology / IT,2.5,Entry-Level,Employed,9400.0,Salary Increase,Limited Professional Network,LinkedIn,Premium,16,16,86,1,No,71,3.0,5,4,22.6,6,8.1,No,18.0,No,Positive
MM0133,31,Female,South Asian,Dubai,Bachelor's,Marketing,Consulting,6.3,Mid-Level,Employed,13700.0,Networking,Skills Gap,Referral,Basic,4,5,17,1,Yes,64,3.2,9,1,38.1,4,6.3,Yes,7.0,No,Positive
MM0134,27,Female,South Asian,Dubai,Bachelor's,IT / Computer Science,Finance & Banking,1.7,Entry-Level,Employed,7600.0,Career Switch,Limited Professional Network,Instagram,Free,3,10,21,1,Yes,53,4.0,36,6,14.3,5,5.9,No,,,Positive
MM0135,21,Female,MENA (Arab),Sharjah,Master's,Finance,Finance & Banking,4.4,Junior,Underemployed,9900.0,Job Placement,Limited Professional Network,Google Search,Free,7,8,37,2,No,79,4.8,8,2,11.8,5,3.7,Yes,,,Positive
MM0136,23,Female,South Asian,Dubai,Bachelor's,Finance,Retail,7.3,Mid-Level,Employed,13000.0,Promotion,Interview Preparation,Referral,Premium,5,11,65,1,Yes,97,3.9,1,1,28.2,3,7.5,No,10.0,No,Positive
MM0137,30,Male,South Asian,Abu Dhabi,Master's,IT / Computer Science,Consulting,4.3,Junior,Employed,11600.0,Career Switch,Limited Professional Network,Google Search,Free,7,5,23,1,No,51,3.3,7,0,-11.6,3,2.7,Yes,,,Limited
MM0138,32,Male,MENA (Arab),Dubai,Bachelor's,Finance,Technology / IT,2.5,Entry-Level,Underemployed,4300.0,Job Placement,Career Direction,Referral,Basic,6,7,38,3,Yes,79,2.4,1,4,7.7,3,4.1,No,3.0,No,Positive
MM0139,38,Male,South Asian,Dubai,PhD,IT / Computer Science,Hospitality & Tourism,0.8,Student / Fresh Grad,Unemployed,0.0,Job Placement,Skills Gap,Google Search,Free,5,4,26,1,No,59,3.9,12,0,11.0,1,1.0,No,,,Limited
MM0140,42,Male,MENA (Arab),Dubai,Bachelor's,Marketing,Retail,0.9,Student / Fresh Grad,Student,0.0,Job Placement,Limited Professional Network,Referral,Basic,11,8,9,1,No,58,3.6,20,1,2.9,2,2.3,No,26.0,No,Limited
MM0141,30,Female,Western,Dubai,Bachelor's,Other,Real Estate,3.1,Junior,Employed,7500.0,Job Placement,Career Direction,Instagram,Basic,11,11,55,1,No,62,3.6,21,1,19.6,3,2.7,No,1.0,No,Limited
MM0142,23,MALE,MENA (Arab),Abu Dhabi,Diploma,Other,Construction,4.0,Junior,Employed,12000.0,Skill Development,Skills Gap,Referral,Basic,18,13,29,1,No,57,2.8,1,3,4.1,5,4.5,No,4.0,Yes,Positive
MM0143,20,Female,South Asian,Dubai,Bachelor's,Healthcare,Logistics & Supply Chain,1.2,Entry-Level,Unemployed,0.0,Career Switch,Limited Professional Network,Referral,Free,11,6,15,1,No,61,4.4,28,3,-6.0,4,1.9,Yes,,,Limited
MM0144,29,Male,East/SE Asian,Dubai,Bachelor's,Finance,Real Estate,1.7,Entry-Level,Unemployed,0.0,Career Switch,Skills Gap,LinkedIn,Free,1,3,14,1,Yes,73,4.3,14,0,-15.0,1,1.4,No,,,Limited
MM0145,24,Male,South Asian,Dubai,Master's,Marketing,Consulting,4.5,Junior,Employed,14300.0,Promotion,Career Direction,Referral,Premium,6,19,88,2,Yes,94,4.0,1,5,38.3,7,5.2,Yes,3.0,No,Positive
MM0146,26,Male,Western,Sharjah,Bachelor's,Business,Consulting,4.0,Junior,Employed,12200.0,Salary Increase,Skills Gap,LinkedIn,Basic,4,12,60,2,Yes,73,4.1,18,0,1.9,1,4.8,No,5.0,No,Positive
MM0147,25,Female,South Asian,Abu Dhabi,Diploma,IT / Computer Science,Marketing & Media,2.9,Entry-Level,Employed,10100.0,Skill Development,Skills Gap,Instagram,Free,11,3,10,1,No,70,3.6,29,0,4.1,1,3.3,No,,,Limited
MM0148,27,Female,Western,Ajman,Bachelor's,Engineering,Real Estate,3.2,Junior,Employed,12200.0,Skill Development,Skills Gap,LinkedIn,Basic,17,14,57,2,Yes,70,4.0,5,4,49.3,5,8.4,No,9.0,No,Positive
MM0149,33,Male,South Asian,Abu Dhabi,PhD,Business,Finance & Banking,1.1,Entry-Level,Employed,7700.0,Skill Development,Visa / Sponsorship,LinkedIn,Free,2,0,0,0,No,0,0.0,14,0,-15.0,0,1.0,No,,,Limited
MM0150,29,Male,South Asian,Abu Dhabi,Bachelor's,Other,Technology / IT,4.6,Junior,Employed,13300.0,Skill Development,Limited Professional Network,LinkedIn,Basic,12,11,56,1,Yes,67,2.4,7,4,32.1,3,5.1,Yes,5.0,No,Positive
MM0151,27,Female,MENA (Arab),Dubai,Bachelor's,Healthcare,Healthcare,6.2,Mid-Level,Employed,12800.0,Skill Development,Skills Gap,LinkedIn,Basic,7,17,115,1,No,47,2.6,11,1,0.3,3,3.2,No,10.0,No,Positive
MM0152,23,Male,South Asian,Sharjah,Bachelor's,IT / Computer Science,Marketing & Media,10.2,Mid-Level,Employed,16000.0,Promotion,Career Direction,LinkedIn,Free,5,5,19,2,No,68,3.1,11,1,7.9,1,4.1,No,,,Limited
MM0153,20,Female,South Asian,Dubai,Bachelor's,Engineering,Marketing & Media,3.5,Junior,Employed,6500.0,Promotion,Interview Preparation,LinkedIn,Free,4,7,4,1,Yes,68,3.2,16,2,29.9,3,3.7,No,,,Positive
MM0154,26,MALE,Western,Dubai,Bachelor's,Marketing,Healthcare,6.3,Mid-Level,Employed,10900.0,Promotion,Limited Professional Network,Referral,Premium,8,18,95,4,Yes,85,3.9,1,6,43.4,6,7.6,No,3.0,No,Positive
MM0155,28,Male,East/SE Asian,Abu Dhabi,Bachelor's,IT / Computer Science,Finance & Banking,0.8,Student / Fresh Grad,Student,0.0,Career Switch,Skills Gap,Instagram,Free,7,9,49,1,Yes,59,3.3,8,3,16.3,4,5.7,No,,,Positive
MM0156,36,Male,South Asian,Dubai,Bachelor's,Healthcare,Finance & Banking,3.5,Junior,Underemployed,5400.0,Job Placement,Limited Professional Network,University Partnership,Basic,5,9,19,3,Yes,63,3.4,8,4,16.6,5,7.1,No,3.0,No,Positive
MM0157,29,Male,East/SE Asian,Dubai,Bachelor's,Other,Marketing & Media,2.9,Entry-Level,Unemployed,0.0,Career Switch,Visa / Sponsorship,Google Search,Free,8,6,28,1,No,43,2.6,21,0,-0.2,0,2.7,No,,,Limited
MM0158,33,Male,Western, Dubai ,Bachelor's,Engineering,Healthcare,2.4,Entry-Level,Employed,10000.0,Career Switch,Interview Preparation,LinkedIn,Free,5,9,38,1,Yes,63,2.8,1,1,6.4,1,4.0,No,,,Limited
MM0159,26,Male,East/SE Asian,Dubai,Diploma,Engineering,Marketing & Media,5.4,Junior,Employed,8100.0,Promotion,Visa / Sponsorship,Instagram,Basic,6,7,32,1,Yes,70,3.6,25,5,-1.9,6,2.7,Yes,1.0,No,Limited
MM0160,22,Female,Western,Sharjah,Master's,Engineering,Finance & Banking,4.3,Junior,Employed,17600.0,Promotion,Salary Negotiation,Instagram,Basic,10,5,7,1,No,42,2.9,10,0,-7.3,2,4.9,Yes,2.0,No,Positive
MM0161,23,Male,MENA (Arab),Dubai,Bachelor's,Business,Real Estate,0.7,Student / Fresh Grad,Student,0.0,Job Placement,Skills Gap,Instagram,Free,7,6,8,1,Yes,77,3.6,27,0,3.2,1,4.8,No,,,Limited
MM0162,25,MALE,MENA (Arab),Sharjah,Bachelor's,Engineering,Construction,4.5,Junior,Employed,8900.0,Career Switch,Interview Preparation,Instagram,Free,1,4,11,3,Yes,58,3.7,18,3,14.0,3,4.0,Yes,,,Positive
MM0163,38,Male,MENA (Arab),Dubai,Diploma,Business,Technology / IT,2.1,Entry-Level,Employed,11700.0,Career Switch,Career Direction,Referral,Free,8,5,7,1,Yes,73,4.4,34,0,-15.0,0,1.4,No,,,Limited
MM0164,24,Male,East/SE Asian,Abu Dhabi,Bachelor's,Business,Finance & Banking,3.2,Junior,Employed,10800.0,Skill Development,Interview Preparation,Referral,Free,7,0,0,0,Yes,0,0.0,18,2,-0.4,1,2.8,No,,,Limited
MM0165,32,Female,South Asian,Dubai,Master's,Engineering,Consulting,2.4,Entry-Level,Underemployed,4400.0,Career Switch,Career Direction,Instagram,Free,12,7,40,2,Yes,63,4.4,3,6,22.3,6,6.3,No,,,Positive
MM0166,24,Male,South Asian,Sharjah,Diploma,Business,Healthcare,1.0,Entry-Level,Unemployed,,Job Placement,Salary Negotiation,Referral,Premium,10,18,58,2,No,77,3.8,13,4,9.0,4,4.0,No,2.0,No,Positive
MM0167,32,Female,South Asian,Dubai,Bachelor's,Marketing,Retail,1.1,Entry-Level,Underemployed,3500.0,Job Placement,Skills Gap,LinkedIn,Premium,7,16,72,1,Yes,88,4.1,7,4,42.3,5,4.6,Yes,4.0,No,Positive
MM0168,30,Male,African,Dubai,Bachelor's,Business,Construction,0.9,Student / Fresh Grad,Underemployed,4100.0,Promotion,Visa / Sponsorship,Google Search,Free,3,6,28,2,Yes,60,3.9,8,0,6.7,2,4.9,No,,,Limited
MM0169,27,Female,MENA (Arab),Dubai,Bachelor's,Healthcare,Marketing & Media,2.5,Entry-Level,Underemployed,3800.0,Job Placement,Visa / Sponsorship,University Partnership,Free,1,4,12,1,No,55,3.7,15,3,-4.0,3,1.9,Yes,,,Limited
MM0170,28,Male,MENA (Arab),Dubai,Master's,Engineering,Finance & Banking,5.2,Junior,Employed,14200.0,Promotion,Career Direction,LinkedIn,Basic,7,15,60,1,Yes,77,3.2,15,1,10.7,4,5.4,No,3.0,No,Positive
MM0171,25,Female,East/SE Asian,Dubai,Bachelor's,Business,Hospitality & Tourism,5.9,Junior,Underemployed,5300.0,Promotion,Limited Professional Network,Google Search,Basic,4,7,26,1,Yes,70,4.1,12,0,16.4,2,4.9,No,6.0,No,Positive
MM0172,30,Male,African,Abu Dhabi,Bachelor's,Business,Construction,2.8,Entry-Level,Employed,7700.0,Salary Increase,Career Direction,Google Search,Free,13,6,23,1,No,40,3.0,4,2,-5.6,2,3.7,No,,,Limited
MM0173,26,Male,South Asian,Ajman,Master's,Marketing,Real Estate,2.8,Entry-Level,Employed,8800.0,Skill Development,Visa / Sponsorship,Instagram,Free,6,5,35,1,No,44,3.4,36,2,-3.2,2,1.8,No,,,Limited
MM0174,22,Female,Western,Abu Dhabi,Master's,Engineering,Retail,2.0,Entry-Level,Employed,5300.0,Job Placement,Interview Preparation,LinkedIn,Basic,4,8,48,4,Yes,68,3.6,20,2,-5.6,4,3.8,No,18.0,No,Positive
MM0175,22,Female,East/SE Asian,Dubai,Bachelor's,IT / Computer Science,Consulting,1.4,Entry-Level,Employed,5500.0,Career Switch,Visa / Sponsorship,Google Search,Free,1,3,14,1,No,50,3.9,13,0,-3.2,1,2.9,Yes,,,Limited
MM0176,29,Female,South Asian,Dubai,Bachelor's,Business,Finance & Banking,1.7,Entry-Level,Unemployed,0.0,Networking,Career Direction,Instagram,Basic,3,16,50,1,No,73,3.8,7,1,11.2,4,4.2,Yes,9.0,No,Positive
MM0177,36,MALE,Western,Sharjah,Bachelor's,Other,Hospitality & Tourism,3.0,Junior,Underemployed,3800.0,Job Placement,Limited Professional Network,LinkedIn,Free,7,6,23,1,No,58,2.7,34,1,-2.8,2,2.2,No,,,Limited
MM0178,29,Female,South Asian,Sharjah,Master's,Business,Consulting,1.7,Entry-Level,Student,0.0,Salary Increase,Visa / Sponsorship,Referral,Premium,17,22,91,1,Yes,73,4.6,8,4,11.1,7,7.8,Yes,4.0,No,Positive
MM0179,27,Female,MENA (Arab),Dubai,Master's,IT / Computer Science,Finance & Banking,0.8,Student / Fresh Grad,Unemployed,0.0,Promotion,Career Direction,Instagram,Basic,10,6,11,1,Yes,88,4.2,1,1,-15.0,1,2.6,No,1.0,No,Limited
MM0180,29,Female,MENA (Arab),Ajman,Bachelor's,Healthcare,Real Estate,2.8,Entry-Level,Employed,9700.0,Job Placement,Visa / Sponsorship,LinkedIn,Premium,8,7,38,3,Yes,79,3.4,27,4,31.4,4,5.9,No,10.0,No,Positive
MM0181,34,Male,South Asian,Dubai,Master's,Engineering,Consulting,2.1,Entry-Level,Student,0.0,Job Placement,Visa / Sponsorship,University Partnership,Free,19,11,25,1,No,56,2.8,9,3,3.9,3,4.5,No,,,Positive
MM0182,29,FEMALE,South Asian,Abu Dhabi,Bachelor's,Engineering,Finance & Banking,8.2,Mid-Level,Employed,19600.0,Salary Increase,Career Direction,LinkedIn,Premium,13,25,107,3,Yes,72,4.0,1,7,41.9,9,9.1,No,17.0,No,Positive
MM0183,26,Female,South Asian,Ajman,Bachelor's,Healthcare,Real Estate,0.8,Student / Fresh Grad,Underemployed,3400.0,Salary Increase,Salary Negotiation,Instagram,Free,7,11,60,1,Yes,58,2.9,16,2,7.9,3,4.3,No,,,Positive
MM0184,33,Female,South Asian,Abu Dhabi,Diploma,Engineering,Consulting,2.4,Entry-Level,Employed,8000.0,Networking,Limited Professional Network,Referral,Free,4,6,25,1,Yes,71,4.0,8,3,-1.1,3,5.0,No,,,Positive
MM0185,30,Male,MENA (Arab),Dubai,Master's,Business,Marketing & Media,1.8,Entry-Level,Underemployed,3600.0,Career Switch,Interview Preparation,LinkedIn,Free,15,16,64,1,No,42,3.7,12,3,-6.5,6,3.9,No,,,Limited
MM0186,35,Male,South Asian,Abu Dhabi,Bachelor's,IT / Computer Science,Hospitality & Tourism,5.9,Junior,Employed,12200.0,Networking,Limited Professional Network,Google Search,Basic,6,8,43,1,Yes,71,3.2,14,1,3.7,1,3.4,No,13.0,Yes,Limited
MM0187,29,Female,South Asian,Dubai,Bachelor's,Business,Retail,1.5,Entry-Level,Employed,4200.0,Job Placement,Limited Professional Network,Referral,Premium,6,15,36,2,Yes,84,3.3,1,5,24.1,7,8.3,Yes,2.0,No,Positive
MM0188,22,Male,Western,Abu Dhabi,Diploma,Arts & Humanities,Construction,4.3,Junior,Underemployed,6800.0,Career Switch,Interview Preparation,Instagram,Basic,7,7,38,2,No,50,3.1,11,2,1.9,2,3.9,Yes,6.0,No,Limited
MM0189,21,Female,MENA (Arab),Dubai,Master's,Finance,Hospitality & Tourism,1.0,Entry-Level,Underemployed,2900.0,Skill Development,Limited Professional Network,Instagram,Free,6,1,2,3,No,34,2.6,30,2,-15.0,1,1.1,No,,,Limited
MM0190,36,Male,MENA (Arab),Abu Dhabi,Master's,Finance,Finance & Banking,4.4,Junior,Underemployed,8700.0,Salary Increase,Skills Gap,University Partnership,Free,10,6,33,1,Yes,70,3.7,4,3,12.1,3,4.6,No,,,Positive
MM0191,36,Male,African,Sharjah,Bachelor's,Business,Marketing & Media,2.5,Entry-Level,Employed,6400.0,Career Switch,Visa / Sponsorship,University Partnership,Free,3,3,14,1,No,76,3.8,1,2,6.8,3,1.0,No,,,Limited
MM0192,27,Female,South Asian,Dubai,Bachelor's,Marketing,Technology / IT,1.0,Entry-Level,Employed,6900.0,Promotion,Salary Negotiation,LinkedIn,Premium,6,12,46,1,Yes,84,4.1,16,2,14.9,1,5.0,Yes,4.0,No,Positive
MM0193,26,Male,East/SE Asian,Dubai,Master's,Finance,Logistics & Supply Chain,1.6,Entry-Level,Underemployed,3900.0,Job Placement,Skills Gap,Instagram,Free,4,3,17,1,No,56,3.0,14,2,2.4,2,2.2,No,,,Limited
MM0194,35,Male,South Asian,Abu Dhabi,Master's,Business,Healthcare,4.3,Junior,Employed,10400.0,Career Switch,Limited Professional Network,Instagram,Free,5,2,8,2,Yes,54,3.8,20,0,-0.1,0,2.9,No,,,Limited
MM0195,23,Female,Western,Dubai,Bachelor's,Arts & Humanities,Real Estate,2.8,Entry-Level,Unemployed,0.0,Job Placement,Career Direction,University Partnership,Free,2,4,17,1,No,63,3.0,9,1,-5.5,0,1.8,No,,,Limited
MM0196,24,Female,African,Dubai,Bachelor's,Finance,Healthcare,1.4,Entry-Level,Underemployed,4600.0,Networking,Salary Negotiation,Google Search,Free,13,9,54,1,No,47,3.7,16,1,4.9,2,2.7,No,,,Limited
MM0197,31,Female,East/SE Asian,Dubai,Master's,Healthcare,Hospitality & Tourism,2.1,Entry-Level,Unemployed,0.0,Job Placement,Visa / Sponsorship,Instagram,Free,1,0,5,0,No,0,0.0,35,0,-11.0,0,1.0,No,,,Limited
MM0198,26,Male,MENA (Arab),Dubai,Master's,Engineering,Construction,2.9,Entry-Level,Unemployed,0.0,Skill Development,Career Direction,University Partnership,Free,15,2,0,1,Yes,67,4.3,20,2,-0.4,2,1.4,No,,,Limited
MM0199,28,Male,MENA (Arab),Abu Dhabi,Bachelor's,Business,Technology / IT,0.3,Student / Fresh Grad,Student,0.0,Job Placement,Visa / Sponsorship,Instagram,Free,10,12,32,2,Yes,68,3.3,5,4,32.2,4,7.4,Yes,,,Positive
MM0200,27,Female,South Asian,Abu Dhabi,Bachelor's,Marketing,Construction,1.8,Entry-Level,Employed,7100.0,Promotion,Visa / Sponsorship,LinkedIn,Basic,4,7,38,3,No,64,3.8,24,4,-8.1,6,3.8,Yes,15.0,Yes,Limited
MM0201,30,Male,MENA (Arab),Dubai,Bachelor's,Healthcare,Finance & Banking,5.3,Junior,Employed,20400.0,Career Switch,Visa / Sponsorship,Referral,Premium,8,11,29,3,Yes,85,4.1,5,4,19.7,6,5.7,Yes,16.0,No,Positive
MM0202,35,Male,Western,Dubai,Master's,Engineering,Marketing & Media,6.0,Mid-Level,Employed,12100.0,Career Switch,Limited Professional Network,Instagram,Basic,5,6,28,2,Yes,74,3.0,1,2,20.7,3,6.2,No,8.0,No,Positive
MM0203,28,Male,African,Dubai,Bachelor's,Business,Construction,1.8,Entry-Level,Employed,4600.0,Promotion,Interview Preparation,Referral,Free,10,9,20,1,Yes,71,4.0,6,4,16.0,4,5.5,No,,,Positive
MM0204,31,Male,MENA (Arab),Dubai,Diploma,Healthcare,Real Estate,4.3,Junior,Employed,12800.0,Skill Development,Skills Gap,Instagram,Free,14,6,22,1,No,43,2.9,5,0,-11.1,1,1.9,No,,,Limited
MM0205,20,Female,South Asian,Abu Dhabi,Bachelor's,Business,Finance & Banking,2.6,Entry-Level,Employed,10100.0,Salary Increase,Career Direction,Google Search,Basic,24,16,43,2,Yes,69,3.4,8,3,14.6,5,5.3,Yes,1.0,No,Positive
MM0206,28,Female,MENA (Arab),Dubai,Master's,Engineering,Marketing & Media,4.8,Junior,Employed,13400.0,Career Switch,Visa / Sponsorship,University Partnership,Free,8,6,33,1,No,63,3.1,28,2,-2.2,3,2.0,No,,,Limited
MM0207,24,Female,South Asian,Dubai,Master's,Finance,Logistics & Supply Chain,2.5,Entry-Level,Unemployed,0.0,Promotion,Limited Professional Network,LinkedIn,Free,1,0,1,0,No,0,0.0,23,2,-13.7,2,1.0,Yes,,,Limited
MM0208,22,Male,South Asian,Sharjah,Master's,Business,Technology / IT,4.4,Junior,Unemployed,0.0,Salary Increase,Visa / Sponsorship,Instagram,Free,3,2,2,1,No,47,2.7,8,1,12.4,1,3.6,Yes,,,Limited
MM0209,24,Male,South Asian,Dubai,Bachelor's,Business,Hospitality & Tourism,2.0,Entry-Level,Employed,7100.0,Career Switch,Limited Professional Network,Referral,Basic,9,9,39,1,Yes,80,3.9,15,2,29.4,3,6.7,No,12.0,Yes,Positive
MM0210,26,Male,Western,Abu Dhabi,Master's,Business,Marketing & Media,0.7,Student / Fresh Grad,Unemployed,0.0,Networking,Career Direction,LinkedIn,Basic,7,4,0,1,Yes,79,3.3,5,0,10.0,0,4.5,No,4.0,No,Positive
MM0211,32,Male,South Asian,Dubai,Master's,Arts & Humanities,Technology / IT,2.8,Entry-Level,Employed,9500.0,Salary Increase,Interview Preparation,Google Search,Premium,13,9,45,1,Yes,68,4.1,2,2,24.4,3,6.1,Yes,5.0,No,Positive
MM0212,22,Male,South Asian,Dubai,Bachelor's,Engineering,Healthcare,2.1,Entry-Level,Employed,9000.0,Networking,Salary Negotiation,Referral,Free,7,5,16,2,No,57,4.5,17,3,1.6,3,3.2,No,,,Limited
MM0213,28,Male,South Asian,Dubai,Bachelor's,Finance,Real Estate,2.5,Entry-Level,Employed,7500.0,Promotion,Salary Negotiation,LinkedIn,Free,3,5,30,2,Yes,63,3.1,4,4,-3.2,3,4.2,No,,,Limited
MM0214,26,Male,East/SE Asian,Abu Dhabi,PhD,Other,Technology / IT,4.6,Junior,Underemployed,8300.0,Skill Development,Visa / Sponsorship,Google Search,Free,4,3,27,2,No,56,3.4,11,1,-15.0,3,2.8,No,,,Limited
MM0215,26,Male,Western,Sharjah,Diploma,Finance,Logistics & Supply Chain,10.1,Mid-Level,Employed,19100.0,Promotion,Limited Professional Network,Instagram,Premium,13,16,81,2,Yes,80,3.5,3,3,36.4,5,8.0,Yes,7.0,No,Positive
